# BLASTP 2.2.25 [Feb-01-2011]
# Query: gi|392494079|ref|NP_001909.3| lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial precursor [Homo sapiens]
# Database: /mnt/project/pracstrucfunc13/data/big/big_80
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
gi|392494079|ref|NP_001909.3|	tr|G1LQM2|G1LQM2_AILME	84.57	525	38	1	1	482	1	525	0.0	 880
gi|392494079|ref|NP_001909.3|	tr|H2N6M9|H2N6M9_PONAB	91.29	482	7	1	1	482	1	447	0.0	 858
gi|392494079|ref|NP_001909.3|	tr|F7FPX4|F7FPX4_MONDO	79.14	489	95	1	1	482	1	489	0.0	 806
gi|392494079|ref|NP_001909.3|	tr|F7FPU9|F7FPU9_MONDO	72.73	517	88	2	19	482	1	517	0.0	 760
gi|392494079|ref|NP_001909.3|	tr|F1P1X9|F1P1X9_CHICK	74.85	493	113	2	1	482	1	493	0.0	 752
gi|392494079|ref|NP_001909.3|	tr|Q28E15|Q28E15_XENTR	73.89	494	115	4	1	482	1	492	0.0	 734
gi|392494079|ref|NP_001909.3|	tr|F7EQD7|F7EQD7_XENTR	68.22	535	115	5	1	482	1	533	0.0	 712
gi|392494079|ref|NP_001909.3|	tr|G1KBW1|G1KBW1_ANOCA	64.87	538	132	5	2	482	3	540	0.0	 678
gi|392494079|ref|NP_001909.3|	tr|F1R4V9|F1R4V9_DANRE	68.41	497	138	4	1	482	1	493	0.0	 665
gi|392494079|ref|NP_001909.3|	tr|H2LDZ9|H2LDZ9_ORYLA	75.00	444	96	3	54	482	55	498	0.0	 655
gi|392494079|ref|NP_001909.3|	tr|Q8QHL7|Q8QHL7_ONCMY	69.59	490	115	4	17	482	16	495	0.0	 643
gi|392494079|ref|NP_001909.3|	tr|Q4T2M4|Q4T2M4_TETNG	67.23	473	103	5	62	482	1	473	0.0	 620
gi|392494079|ref|NP_001909.3|	tr|E9G063|E9G063_DAPPU	58.09	482	175	6	13	482	27	493	0.0	 535
gi|392494079|ref|NP_001909.3|	tr|A7RQN7|A7RQN7_NEMVE	61.45	428	146	4	59	482	1	413	0.0	 529
gi|392494079|ref|NP_001909.3|	tr|B3S109|B3S109_TRIAD	55.61	428	168	5	57	482	1	408	4e-165	 478
gi|392494079|ref|NP_001909.3|	tr|Q23571|Q23571_CAEEL	54.80	427	177	2	64	482	30	448	5e-157	 459
gi|392494079|ref|NP_001909.3|	tr|D6W717|D6W717_TRICA	56.03	423	151	3	65	481	36	429	1e-155	 454
gi|392494079|ref|NP_001909.3|	tr|F1L527|F1L527_ASCSU	51.78	450	182	7	52	481	21	455	2e-153	 450
gi|392494079|ref|NP_001909.3|	tr|E0VA76|E0VA76_PEDHC	52.62	458	187	5	37	478	51	494	5e-152	 448
gi|392494079|ref|NP_001909.3|	tr|B7PEH7|B7PEH7_IXOSC	57.11	401	167	3	85	482	1	399	3e-151	 442
gi|392494079|ref|NP_001909.3|	tr|F6UJ45|F6UJ45_CIOIN	50.89	448	195	6	42	482	36	465	7e-150	 441
gi|392494079|ref|NP_001909.3|	tr|A8WSE0|A8WSE0_CAEBR	50.32	473	184	6	52	482	19	482	3e-149	 440
gi|392494079|ref|NP_001909.3|	tr|E2AN43|E2AN43_CAMFO	48.11	476	196	5	31	479	19	470	5e-148	 437
gi|392494079|ref|NP_001909.3|	tr|Q7PG41|Q7PG41_ANOGA	49.90	477	209	7	21	482	9	470	6e-148	 436
gi|392494079|ref|NP_001909.3|	tr|E9BYX4|E9BYX4_CAPO3	48.81	461	206	4	48	482	52	508	1e-147	 437
gi|392494079|ref|NP_001909.3|	tr|A8Q4V3|A8Q4V3_BRUMA	50.94	426	186	5	64	482	28	437	2e-146	 431
gi|392494079|ref|NP_001909.3|	tr|E9J4X1|E9J4X1_SOLIN	50.00	450	182	6	50	479	20	446	4e-145	 428
gi|392494079|ref|NP_001909.3|	tr|E3WLG0|E3WLG0_ANODA	51.80	444	197	6	46	479	39	475	9e-145	 429
gi|392494079|ref|NP_001909.3|	tr|Q16UX6|Q16UX6_AEDAE	52.39	439	181	3	57	479	35	461	2e-143	 424
gi|392494079|ref|NP_001909.3|	tr|D3TLN4|D3TLN4_GLOMM	51.49	435	174	6	65	479	44	461	2e-142	 422
gi|392494079|ref|NP_001909.3|	tr|B3MR62|B3MR62_DROAN	50.80	439	181	5	63	479	38	463	3e-142	 422
gi|392494079|ref|NP_001909.3|	tr|D3BM03|D3BM03_POLPA	51.25	439	182	4	65	482	79	506	4e-142	 423
gi|392494079|ref|NP_001909.3|	tr|F4PZU4|F4PZU4_DICFS	50.34	437	198	3	57	482	85	513	2e-141	 422
gi|392494079|ref|NP_001909.3|	tr|E2BJM6|E2BJM6_HARSA	50.34	441	184	4	52	479	53	471	2e-140	 417
gi|392494079|ref|NP_001909.3|	tr|F6UJ30|F6UJ30_CIOIN	49.32	440	180	5	69	482	1	423	2e-139	 413
gi|392494079|ref|NP_001909.3|	tr|B4MAA2|B4MAA2_DROVI	51.51	431	188	3	65	479	40	465	1e-135	 405
gi|392494079|ref|NP_001909.3|	tr|G4ZPP3|G4ZPP3_PHYSP	47.71	459	193	6	65	481	33	486	1e-135	 405
gi|392494079|ref|NP_001909.3|	tr|D2V498|D2V498_NAEGR	48.39	434	201	2	63	482	75	499	3e-135	 405
gi|392494079|ref|NP_001909.3|	tr|F2UF77|F2UF77_SALS5	48.05	435	208	4	63	482	41	472	8e-134	 400
gi|392494079|ref|NP_001909.3|	tr|F0ZCV9|F0ZCV9_DICPU	47.27	440	205	4	65	482	75	509	1e-133	 401
gi|392494079|ref|NP_001909.3|	tr|G7YF50|G7YF50_CLOSI	49.63	401	187	4	85	482	12	400	9e-133	 395
gi|392494079|ref|NP_001909.3|	tr|E4WSJ8|E4WSJ8_OIKDI	49.77	438	195	5	63	482	40	470	3e-132	 396
gi|392494079|ref|NP_001909.3|	tr|Q54TR7|Q54TR7_DICDI	45.08	457	195	5	65	482	78	517	6e-131	 395
gi|392494079|ref|NP_001909.3|	tr|B8C8C2|B8C8C2_THAPS	45.77	426	218	4	67	482	1	423	3e-130	 390
gi|392494079|ref|NP_001909.3|	tr|F4WFH1|F4WFH1_ACREC	47.94	436	165	8	63	479	22	414	5e-129	 386
gi|392494079|ref|NP_001909.3|	tr|F0W206|F0W206_9STRA	44.79	451	189	6	64	481	37	460	8e-129	 387
gi|392494079|ref|NP_001909.3|	tr|E1SM40|E1SM40_FERBD	45.31	426	218	4	63	482	99	515	1e-122	 374
gi|392494079|ref|NP_001909.3|	tr|E1SM40|E1SM40_FERBD	42.67	75	43	0	67	141	5	79	4e-10	68.9
gi|392494079|ref|NP_001909.3|	tr|F4P0A5|F4P0A5_BATDJ	46.80	453	187	9	62	482	78	508	2e-120	 368
gi|392494079|ref|NP_001909.3|	tr|D7FZ94|D7FZ94_ECTSI	41.93	477	219	5	64	482	147	623	7e-119	 367
gi|392494079|ref|NP_001909.3|	tr|E9AG63|E9AG63_LEIIN	43.99	466	222	7	43	482	25	477	6e-117	 357
gi|392494079|ref|NP_001909.3|	tr|A3QE95|A3QE95_SHELP	46.26	428	204	6	63	481	109	519	3e-116	 357
gi|392494079|ref|NP_001909.3|	tr|A3QE95|A3QE95_SHELP	42.71	96	52	1	67	159	5	100	8e-11	71.2
gi|392494079|ref|NP_001909.3|	tr|A4CCC7|A4CCC7_9GAMM	44.68	423	208	6	67	482	108	511	8e-116	 356
gi|392494079|ref|NP_001909.3|	tr|A4CCC7|A4CCC7_9GAMM	57.97	69	29	0	67	135	5	73	1e-12	77.0
gi|392494079|ref|NP_001909.3|	tr|A9DM61|A9DM61_9GAMM	44.62	446	226	6	47	482	101	535	1e-115	 356
gi|392494079|ref|NP_001909.3|	tr|A9DM61|A9DM61_9GAMM	40.78	103	58	2	66	167	4	104	4e-11	72.4
gi|392494079|ref|NP_001909.3|	tr|F7RNS8|F7RNS8_9GAMM	43.74	439	218	4	57	482	100	522	2e-115	 355
gi|392494079|ref|NP_001909.3|	tr|F7RNS8|F7RNS8_9GAMM	43.18	88	50	0	67	154	5	92	2e-11	73.2
gi|392494079|ref|NP_001909.3|	tr|Q485D9|Q485D9_COLP3	41.46	451	197	5	65	481	3	420	1e-114	 350
gi|392494079|ref|NP_001909.3|	tr|A8FVR3|A8FVR3_SHESH	44.11	433	220	6	63	482	121	544	2e-114	 353
gi|392494079|ref|NP_001909.3|	tr|A8FVR3|A8FVR3_SHESH	37.50	112	67	1	66	177	4	112	4e-11	72.4
gi|392494079|ref|NP_001909.3|	tr|Q082N2|Q082N2_SHEFN	44.37	435	233	4	54	482	109	540	3e-114	 353
gi|392494079|ref|NP_001909.3|	tr|Q082N2|Q082N2_SHEFN	40.66	91	52	1	67	157	5	93	5e-10	68.9
gi|392494079|ref|NP_001909.3|	tr|G1XAL8|G1XAL8_ARTOA	41.98	474	221	7	45	482	27	482	4e-114	 350
gi|392494079|ref|NP_001909.3|	tr|F3BPR8|F3BPR8_PSEHA	43.52	432	220	4	64	481	106	527	7e-114	 351
