# BLASTP 2.2.25 [Feb-01-2011]
# Query: gi|4557353|ref|NP_000047.1| 2-oxoisovalerate dehydrogenase subunit beta, mitochondrial precursor [Homo sapiens]
# Database: /mnt/project/pracstrucfunc13/data/big/big_80
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
gi|4557353|ref|NP_000047.1|	tr|B1PK11|B1PK11_PIG	94.10	373	22	0	20	392	24	396	0.0	 694
gi|4557353|ref|NP_000047.1|	tr|H2N2D3|H2N2D3_ORYLA	82.56	367	60	2	28	392	30	394	0.0	 618
gi|4557353|ref|NP_000047.1|	tr|F6VNH4|F6VNH4_MONDO	81.35	370	62	3	24	392	25	388	0.0	 602
gi|4557353|ref|NP_000047.1|	tr|B7PR76|B7PR76_IXOSC	71.39	346	99	0	47	392	51	396	0.0	 520
gi|4557353|ref|NP_000047.1|	tr|E9HG12|E9HG12_DAPPU	71.55	341	97	0	52	392	26	366	3e-180	 511
gi|4557353|ref|NP_000047.1|	tr|B3RY61|B3RY61_TRIAD	75.84	327	79	0	66	392	1	327	5e-180	 509
gi|4557353|ref|NP_000047.1|	tr|F6UH30|F6UH30_CIOIN	71.22	344	98	1	49	392	21	363	5e-179	 508
gi|4557353|ref|NP_000047.1|	tr|C1BQN1|C1BQN1_9MAXI	71.18	347	100	0	46	392	18	364	2e-178	 506
gi|4557353|ref|NP_000047.1|	tr|F1L064|F1L064_ASCSU	66.58	365	113	2	28	392	33	388	8e-174	 495
gi|4557353|ref|NP_000047.1|	tr|E3X1A9|E3X1A9_ANODA	64.92	362	126	1	31	392	11	371	4e-170	 486
gi|4557353|ref|NP_000047.1|	tr|D3TPF3|D3TPF3_GLOMM	67.35	343	111	1	50	392	20	361	2e-169	 483
gi|4557353|ref|NP_000047.1|	tr|G6DNA8|G6DNA8_DANPL	66.57	344	115	0	49	392	24	367	4e-169	 483
gi|4557353|ref|NP_000047.1|	tr|C4WRQ3|C4WRQ3_ACYPI	65.80	345	118	0	48	392	24	368	3e-168	 480
gi|4557353|ref|NP_000047.1|	tr|D6W8S4|D6W8S4_TRICA	66.76	340	113	0	53	392	30	369	1e-167	 479
gi|4557353|ref|NP_000047.1|	tr|G3SJN6|G3SJN6_GORGO	72.92	373	0	2	20	392	20	291	1e-167	 476
gi|4557353|ref|NP_000047.1|	tr|F6TE49|F6TE49_CIOIN	68.48	349	86	2	66	391	1	348	3e-167	 477
gi|4557353|ref|NP_000047.1|	tr|E9BWD7|E9BWD7_CAPO3	66.04	374	100	2	30	392	6	363	2e-166	 476
gi|4557353|ref|NP_000047.1|	tr|E1FUA9|E1FUA9_LOALO	69.88	322	97	0	71	392	1	322	3e-166	 474
gi|4557353|ref|NP_000047.1|	tr|Q22GC3|Q22GC3_TETTS	69.33	326	100	0	67	392	33	358	1e-162	 466
